localização;texto;qtd_emojis
Uberaba-MinasGerais, Brasil;"HAARP e a farsa do aquecimento global - TVCH https://t.co/isYjK42AIX";"0 -> "
;"Na Finlândia ?? 28 graus a esta hora, obriga a pausas no jogo da selecção nacional portuguesa, final do Europeu, para hidratação. Aquecimento global?!!!?!?!? ? ? ? Tretas dos cientistas. Assinado... @realDonaldTrump";"2 -> fi   thinking   "
;"Cadáveres desaparecidos durante décadas sob geleiras suíças emergem com aquecimento global https://t.co/Qwd3MzjP4v";"0 -> "
São Paulo;"@folha Aí os "ativistas" vão dizer que ele morreu de fome devido ao aquecimento global!!!";"0 -> "
São José dos Campos, Brasil;"E aí minha linda, tweeta mais aí pra eu curtir você falando até sobre aquecimento global";"0 -> "
Porto Alegre - RS - Brasil;"Rotas para a sustentabilidade do mercado diesel - A redução de emissões, locais e de efeito estufa, é atualment... https://t.co/cEAhvOXLCX";"0 -> "
;"@ggapki Menos mal.. eu sofro com a mudança climática tbm. Tipo amanhã já sei q vou acordar mal pq vai esfriar";"0 -> "
Alola;"@guilherme172 É difícil mesmo, e o pior é que já sabemos de quem é a culpa. Em meio a tanta bagunça essas questões de alteração climática ficam sendo empurradas pra baixo do tapete, principalmente aqui no Brasil. Espero que as chuvas cheguem logo por aí e deem uma apaziguada";"0 -> "
REPÚBLICA  PAULISTA;"@ptbrasil IMAGINE SE TIVESSEM QUE PLANTAR UMA MUDINHA PARA CADA REAL ROUBADO PELO PT ... SERIA O FIM DO AQUECIMENTO GLOBAL ... !";"0 -> "
Cu;"AQUECIMENTO GLOBAL JÁ CHEGOU - Reino Unido, São Paulo, Cidade do Cabo - em várias regiões do planeta a seca aumenta... https://t.co/ZoMhECGLwT";"0 -> "
Cu;"AQUECIMENTO GLOBAL JÁ CHEGOU - Reino Unido, São Paulo, Cidade do Cabo - em várias regiões do planeta a seca aumenta... https://t.co/4l37zZRXxw";"0 -> "
;"@LuckasGuimaraes o aquecimento global ta destruindo as geleiras e aumentando a temperatura do planeta, walcyr sempre aumentou a audiencia, ta aí a razão das novelas dele explodirem";"0 -> "
212 on the Uptown A;"@ruaianx Culpa do aquecimento global";"0 -> "
Brazil;"Mas entendam que esse negócio de "Aquecimento Global" é uma mentira que os cientistas contam pra causar pânico. #Ironia Só sei que os gatos do quintal em pleno inverno estão tomando mais água que no verão. Os deuses nos ajudem em Dezembro. https://t.co/v60LOOJmhT";"0 -> "
Londrina, Brasil;"É mas o GOVERNO não acreditado no EFEITO ESTUFA.";"0 -> "
Cuiabá - Mato Grosso - Brazil;"Cadáveres desaparecidos durante décadas sob geleiras suíças emergem com aquecimento global https://t.co/H25KVUN23h";"0 -> "
Recife, Brasil.;"bicho aquecimento global gente morrendo de fome a gente prestes a entrar numa eleição fudida de ruim e o povo preocupado se a escova vai ser rosa sos";"0 -> "
;"Sempre digo isso sobre aquecimento global e outras questões mais sobre comportamento. Os de atestado sempre foram em torno de ideologias, políticas ou não, nao de evidências. Evidência parece ser o patinho feio q todo o espectro ideológico quer fingir que não existe. https://t.co/dIXgLfftxU";"0 -> "
Portugal;"@BaluarteDragao @zeca1972 Realmente que injustiça. Sem dúvida uma causa pela qual lutar, a verdade. Ja agora tweetaram algo sobre banalidades como: Síria, refugiados, crescimento da intolerância, xenofobia, movimentos de extrema direita, aquecimento global?";"0 -> "
São Paulo;"@exame Aquecimento GLOBAL, a SER VISTO. BOA TARDE.";"0 -> "
Recife, Brasil;"pra mim a montagem do aquecimento global sempre vai ser o melhor funk pra dançar e mandar passinho";"0 -> "
;"I added a video to a @YouTube playlist https://t.co/CIsIyZ6TXp Aquecimento global: verdade ou mentira?";"0 -> "
;"A fake news é aquecimento global ligado a natalidade d gênero d tartarugas Ñ pode ser provado. Primeiro nem o aquecimento global pode ser provado e aliás há forte indício d q seja apenas uma estratégia política mesmo. Segundo não se pode supor algo baseado em teorias infundadas";"0 -> "
Tangamandápio;"Canudos são a culpa do aquecimento global";"0 -> "
Brasília, Brasil;"Aquecimento global favorece a China: https://t.co/iusRw3oJZk via @sputnik_brasil";"0 -> "
Canoas;"https://t.co/l3x5mnRXf2";"0 -> "
Hell’s Kitchen;"Ei Seu @LulaOficial , vou fazer um churrasco aqui em casa, contribuir para o aquecimento global. Ta convidado se quiser! Ah não, esqueci que ainda.... #lulapreso #lulalivresohem2030 https://t.co/7q2hSpnUYQ";"0 -> "
chasm & taylor;"na vdd ele ta morrendo sim pq a industria alimenticia de carne ta causando a maior parte do aquecimento global, ta acabando com a flora e desperdiçando agua pra caramba, mas ne ? se comer um big mac eh mais importante que isso... K";"0 -> "
Capoeiras, Brasil;"O cara falando sobre industrialização e inovação, aí o cara vem "mas e o aquecimento global que vem com a indústria?". Pelo amor de Deus, até os cientistas do Brasil em sua maioria são uns bostas.";"0 -> "
;"#ConhecerEleições2018 Perguntas sobre investimento real em ciência básica e como combater o negacionismo científico, visto a presença de pseudociências no SUS e como combater o aquecimento global";"0 -> "
;"FALSO AQUECIMENTO GLOBAL FORJADO PARA LUCRAR E CONTROLAR O MUNDO - RICARDO FELÍCIO https://t.co/z1Ffq8WAl8";"0 -> "
;"Depois do caos https://t.co/Jljz7OsGPJ";"0 -> "
João Pessoa - Paraíba - Brasil;"Aquecimento global tornou onda de calor na Europa mais provável, dizem cientistas https://t.co/ZcIaEHC05i";"0 -> "
Rio de Janeiro, Brasil;"Mudança climática sempre me fode";"0 -> "
Lisboa, Portugal;"Incêndios, inundações, aquecimento global, seca e outros Ainda há quem negue as alterações climáticas https://t.co/r4WPPqaStk";"0 -> "
;"@PrinceEric_007 O aquecimento global é INEGÁVEL. Mas segundo li no site da NASA, algo se passa no comportamento do sol; as temperaturas de núcleo e superfície, não são as que se esperaria. A fusão nuclear do núcleo está a ser estudada.";"0 -> "
Brazil- RJ;"Ligue os pontos. O aquecimento global não é uma ameaça ao nosso futuro. Ele já é uma realidade. https://t.co/EwWNhxiiA4";"0 -> "
Río Grande del Sur, Brasil;"Prof. Luiz Carlos Molion: não existe aquecimento global https://t.co/fFCaSRZlVO via @YouTube";"0 -> "
Sao Paulo, Brazil;"@luciaguimaraes Não fui claro. Uso do solo (destruição de florestas) é o grande motor de mudança climática no Brasil. Ruralistas, hoje extremamente poderosos no Congresso, não querem nem ouvir falar no assunto.";"0 -> "
Bauru, Brasil;"Com o aquecimento global em plena expansão cenas como essa serão comuns https://t.co/g9e9fxNl8W";"0 -> "
Brasil;"NOx: o que são e quais os impactos dos óxidos de nitrogênio https://t.co/w4NYJS6iIh";"0 -> "
;"aonde está a fakenews? Aquecimento global transforma em fêmeas 99% de uma população de tartarugas marinhas https://t.co/4kHdmp9acF via @elpais_brasil";"0 -> "
;"Cadáveres desaparecidos durante décadas sob geleiras suíças emergem com aquecimento global https://t.co/N7nvk1ZmqV";"0 -> "
Rio de Janeiro, Brasil;"Artigo publicado na Nature mostra que temperaturas mais altas elevaram taxas de suicídio nos Estados Unidos e no México. Pesquisadores mapearam riscos se aquecimento global não for contido. #AquecimentoGlobal #globalwarming #ClimateChange #Saúde https://t.co/d7oa0kEclC";"0 -> "
Covilhã, Portugal;"Estava um senhor triste na paragem e eu comecei a falar c ele sobre o horario do autocarro, e depois aquecimento global e politica (para verem o awkward que eu sou), ele ficou bue entusiasmado a falar, quando se foi embora apertou me a mao td contente e disse q Deus me abençoe";"0 -> "
Rio de Janeiro, Brasil;"A MUDANÇA CLIMÁTICA É UMA FARSA FOTOS DO ANTES E DEPOIS NÃO DEIXAM DÚVIDAS! CONFIRA!: https://t.co/OC1CgjqcqA via @YouTube";"0 -> "
Stars Hollow;"Dias atrás tava 36º e eu tava derretendo. Hoje tá 16º e eu tive que pegar casaco. DEPOIS VEM UM GOIABA FALAR QUE AQUECIMENTO GLOBAL NÃO EXISTE";"0 -> "
Chapecó, Brasil;"@juslvs vai evoluir como e pq? ningume mais investe nisso, tem retardado acreditando em terra plana e que aquecimento global nao existe, mano, o mundo ta condenado, só ninguém admitiu isso ainda";"0 -> "
Chapecó, Brasil;"@juslvs super populaçã, abelhas morrendo, água, alimentos, aquecimento global, oceanos destruindo casas, industrias e estruturas economicas inteiras deixando bilhoes de desabrigados e sem renda em todo o planeta, guerras, desigualdade e outros dramas, tudo acontecendo ao mesmo tempo";"0 -> "
Boa Vista, Brasil;"@Iuiznunes Nessa época a ignorância era tão grande que uma mudança climática diziam ser ira de Deus, e ainda hj isso acontece com alguns evangélicos.";"0 -> "
teresina;"@Luizmarquez018 sim, o aquecimento global tras o fim do mundo, nele possui tsunami, tornados, terremotos, a volta da era glacial e o calor infernal, aqui em teresina estamos com o calor infernal";"0 -> "
;"aquele clipe do cellbit falando do aquecimento global vai se fude essa live deve ter sido boa demais";"0 -> "
dark avenue, 667;"esse povo descongelando verme de milhões de anos pipipipopopo puts hein uma ideia muito legal colocar no mundo um ser q nem sabemos como funciona e nem temos a profilaxia adequada sendo q aaaa essa é a maior consequência do aquecimento global eu realmente não entendo o ser humano";"0 -> "
corno alegre;"@mugiwaraah O aquecimento global ta ai e vc quer q eu gaste agua pqp";"0 -> "
Maringá, Brasil;"Qualquer mudança climática repentina de hoje pra amanhã é por que eu e a Raiza fomos na igreja hoje em vez de ir pro role ?";"1 -> joy   "
Curitiba - Brazil;"Cientistas `dizem que onda de calor na Europa é sinal do aquecimento global https://t.co/VoVEFEokRo Compartilhado a partir do meu Feed do Google";"0 -> "
;"@Bottinho14 Por isso q é o aquecimento global ainda continua";"0 -> "
Tubarão, Brasil;"Se eu vou no banheiro, o G1 dá a notícia: eleitor de Bolsonaro joga fora 10 litros de água, contribuindo com o aquecimento global.";"0 -> "
Campinas, Brasil;"Não existe aquecimento global. É só na Califórnia. https://t.co/LGN9C8uLcl";"0 -> "
Brasil;"@pedrinhu_tecix @GABRELPlNHElRO Lembrando que... https://t.co/qLhBJusRaY";"0 -> "
Río Grande del Sur, Brasil;"O Antagonista entrevista Ricardo Felício – Íntegra: "Aquecimento global ... https://t.co/wDFvqx04x2 via @YouTube";"0 -> "
Brasil;"É o Sol quem comanda o clima dos planetas, inclusive o da Terra. Aquecimento Global? Só se for causado pelo Sol, não por nós, pequenos e insignificantes humanos. https://t.co/UQUrUXlR2k";"0 -> "
Barreiro, Portugal;"@epahyh07 Para conversarmos sobre o aquecimento global ?";"1 -> neutral_face   "
Campinas, São Paulo;"Em outras palavras: o custo da inação seria cinco vezes maior do que o custo do combate ao efeito-estufa.";"0 -> "
;"Estudo mostra que a velocidade das correntes varia naturalmente ao longo do tempo. Por anos, o ritmo rápido ajudou a conter o aquecimento do planeta, mas esse tempo acabou. https://t.co/4WUpxcgsQU";"0 -> "
Portugal;"" Quero a loiça lavada, a cozinha varrida, o chão passado a pano, a casa aspirada, o pó limpo, o fim do aquecimento global, e que a fome acabe no mundo até eu chegar" * oiço-a a chegar* Me: https://t.co/kx45oB4wBi";"0 -> "
Campo Grande, Brasil;"Qual sua opinião sobre o aquecimento global?? — sinceramente tenho minhas dúvidas se ele é real https://t.co/NXYd1AQyED";"0 -> "
Porto Alegre, Brasil;"@marcocanavarro Greenpeace é do Soros, a agenda alarmista sobre aquecimento global segue a pauta, e já foi recentemente desmascarada por fotos de satélite da NASA. O resto é só consequência, e o PV é da txurma, basta ligar os pontos.";"0 -> "
Brasil - Limeira/SP;"Gostei de um vídeo @YouTube https://t.co/KHLkYHTuDg verdade sobre o aquecimento global Parte 2";"0 -> "
Brasil;"@racinexcarree Quando eu fui pra Campos do Jordão em 2001 fez 2 graus negativos. É o aquecimento global acabando com nossos invernos.";"0 -> "
Natal, Brasil;"Aquecimento global é uma bandeira política do anticristo, apenas U SA , Nicarágua e Síria ficaram de fora , afinal de contas temperatura sempre ocilou ao longo da história , evidentemente";"0 -> "
Brasil - Limeira/SP;"Gostei de um vídeo @YouTube https://t.co/UM5Fi6XbHz verdade sobre o aquecimento global Parte 1";"0 -> "
fimdomundo vulgo gold cidade;"@_Loliloopsy @bunnyarchive e vegetais são ruim, vc comendo vegetais contribui para o aquecimento global";"0 -> "
Cachoeira do Sul -  RS - Brazil;"Aquecimento global CALIFÓRNIA AGORA ARDE DE NO";"0 -> "
Natal, Brasil;"Mais provável os chatos acabar com o mundo do que o aquecimento global";"0 -> "
;"@bchartsnet Aquecimento global negas";"0 -> "
maringá parana brasil;"@RevistaISTOE parei de ler no aquecimento global, pq n param de postar essas pautas globalistas? ninguém é mais bobo";"0 -> "
Espírito Santo, Brasil;"@ProfRFelicio Mas, professor, o pirula disse que o aquecimento global existe e que Deus não existe. Todos sabemos que o pirula é especialista em tudo.";"0 -> "
America;"#climatechanges https://t.co/Fx3C1Ie36v";"0 -> "
Hawkins,Indiana;"yoongi: garotas são quentes,garotos são quentes,porque todo mundo é tão quente?? Namjoon: aquecimento global";"0 -> "
Penha Circular, Rio de Janeiro;"o aquecimento global deve ser culpa minha também";"0 -> "
;"@JenioQuadros @bicmuller Nossa, eu assisti pela primeira vez na escola e lembro de ter ficado paranoico na época com o aquecimento global. Um dos meus filmes de desastre favoritos.";"0 -> "
São João do Caiuá, Brasil;"Nunca vi uma estiagem tão longa assim, o mês de julho está quente e seco. Será culpa do Trump? Ou é o aquecimento global, mesmo?";"0 -> "
beaga  ZL;"em pleno aquecimento global os cara leva o dinheiro mais nem olha pro protetor solar";"0 -> "
Marau, Brasil;"Efeito estufa, ação, reação. Estria no corpo ai vai vacilão. Deca, winstrol, durateston, testex A fórmula mágica pra você ficar mais sexy. ???";"2 -> notes   musical_note   "
;"@marialuisf_ O que é isso tem haver com aquecimento global.............";"0 -> "
São José dos Campos, Brasil;"@MauMeirelles Querer proibir cascudos de plástico alegando essa desculpa esfarrapada? E vc acredita? Meu Deus! Se tem gente q ainda acredita em aquecimento global, pq não, né?";"0 -> "
Belo Horizonte, Brasil;"Terra plana Vacina faz mal Não existe aquecimento global Foi golpe Não existem provas contra Lula";"0 -> "
;"@RevistaISTOE Aí vem um presidente despreparado e diz que o aquecimento global não existe apenas para que suas empresas possam poluir cada vez mais.";"0 -> "
;"- Mãe, a gente ta no outono, não? - Num era inverno? - Sim mas depois do inverno vem o quê? - O verão, uai!! ??? aquecimento global";"1 -> clap   "
;"Escuta ! Cadê aquela história de aquecimento global ? ? Esqueceram de incluir o RS.";"1 -> thinking   "
Província;"@soniap987 Pensava que vinhas falar da problemática dos modelos cai-cai e o seu efeito no aquecimento global.?";"1 -> thinking   "
;"@RevistaISTOE aquecimento global é farsa! Controle social é o nome!";"0 -> "
Brasil;"Altas recordes de temperatura são registradas em todo o mundo e eventos climáticos extremos confirmam as previsões dos cientistas sobre as consequências do aquecimento global https://t.co/oayRdTYqJP …";"0 -> "
;"Neoliberalismo, monocultura, padronização, o aquecimento global já não é ficção";"0 -> "
São Paulo, SP, Brasil;"Altas recordes de temperatura são registradas em todo o mundo e eventos climáticos extremos confirmam as previsões dos cientistas sobre as consequências do aquecimento global https://t.co/mCuQfTq4XS";"0 -> "
?Porto, Portugal;"@JornalOGlobo Quando é calor dizem Aquecimento global, quando é frio dizem Mudanças climáticas. Elas estão descontroladas em sua agenda.";"0 -> "
raony, 20. infp-t, aries.;"meu deus tô tão sozinha então eu abro a janela pra ouvir sons de pessoas vênus, o planeta do amor, foi destruído pelo aquecimento global será as pessoas de lá também queriam demais?";"0 -> "
Blackrivercity;"Cientistas dizem que onda de calor na Europa é sinal do aquecimento global. https://t.co/taZZ43pnG9 https://t.co/rd1UUTDD0g";"0 -> "
Porto Alegre;"EU DUVIDO VCS OUVIREM ENGENHEIROS DO HAWAII E NÃO LEMBRAR DE ALGUEM!! a letra fala sobre aquecimento global e tu ta la, lembrando da morena que não vê a anos https://t.co/63npMTuruJ";"0 -> "
Rio de Janeiro - Brasil;"@JornalOGlobo AQUECIMENTO GLOBAL É FACK NEWS... É PRODUTO COMUNISTA PATROCINADO POR SOROS &amp; OUTROS... E COMO SEMPRE A GLOBO TAMBÉM! https://t.co/5QaidpgUC9";"0 -> "
;"@profeborto Aquecimento global é sobre controle social apenas";"0 -> "
ES, Barra de São Francisco;"2:30 - eu solucionei pleno em um bar a causa do aquecimento global... R: beber 1 cerveja e ir para a praia mijar, porque vc bebe 1 litro e mija 3 e fim salvamos o mundo";"0 -> "
São José dos Campos, Brasil;"Fator natural pode estar ajudando a intensificar o aquecimento global - mas isso não tira a carga que muitas atividades humanas têm nesse efeito. Enfenda: https://t.co/j5fp3pIunY";"0 -> "
;"Poucos sabem mas uma das principais causas do aquecimento global é trabalhar nos finais de semana";"0 -> "
Campos, RJ, Brasil;"Aquecimento global e onda de calor no hemisfério norte https://t.co/pF8I1QTKQa https://t.co/12HvS9uXfE";"0 -> "
vivi's;"passando pra dizer que aquecimento global não existe";"0 -> "
Aracaju, Brasil;"@jamir_ @elenalandau Acontece, mas é que nem a questão do aquecimento global. A pessoa olha a onda de frio no sul da Europa e acha que tá mais frio, mas esquece que a temperatura no Ártico subiu mais que desceu no sul, compensando o frio geral e mostrando que a temperaturaedia subiu.";"0 -> "
;"Ditadura ser legal, nazismo de esquerda, terra plana, vacinas que provocam autismo e aquecimento global que não existe. Retardo mental coletivo? Ahh e temos o bolsonaro tb";"0 -> "
Campinas, Brasil;"mano COMO q vcs acreditam em SO";"0 -> "
;"@JornalOGlobo Quer ter uma ideia de aquecimento global? Vem para o Rio de Janeiro entre dezembro e fevereiro...";"0 -> "
São Paulo, Brasil;"Mobilidade urbana sustentável em São Paulo ! @gnatalini é um dos autores da Lei 16.802/ 2018, que dispõe sobre o uso de fontes #motrizes de #energia #menos #poluentes e menos geradoras de gases do efeito estufa na frota de #transporte coletivo Municipal https://t.co/D4EYfcHQqk";"0 -> "
Independência, Brasil;"@cainanoliveira Tudo que vem da exploração animal gera escassez hídrica, desmatamento, gases de efeito estufa, extinção de animais além de provocar a fome no mundo. Podemos ver que não é apenas para não matar o animal. Não justifica usar outro recurso poluente";"0 -> "
Braga, Portugal;"O aquecimento global é uma certeza. Se não fizermos nada, tudo ficará inevitavelmente pior. https://t.co/pwUrWyqcYC";"0 -> "
São Paulo, Brasil;"A relação entre o aquecimento global e a recente e grave onda de calor no Hemisfério Norte, em uma didática e rigorosa reportagem de @giovanagirardi em seu blog Ambiente-se, no Estadão. https://t.co/1SuA0HilNd";"0 -> "
Brazil;"@metsul @JoshEdelson @AFP Isso é o aquecimento global e tem gente que nao acredita.";"0 -> "
;"Mano olha isso. Olha oq ta acontecendo na Grécia. Olha oq ta acontecendo no mundo. E ainda tem gente que fala que o aquecimento global e as mudanças nao são reais... https://t.co/p4zC36Hrjm";"0 -> "
Rio de Janeiro - Brasil;"@JornalOGlobo Uma vez por ano tem aquecimento global na Europa";"0 -> "
Portimão, Portugal;"sonhei que com o aquecimento global ainda ia fazer um calor infernal durante a feira de São Martinho";"0 -> "
Rio de Janeiro;"Cientistas dizem que onda de calor na Europa é sinal do aquecimento global. https://t.co/ZmB3ZMcgyR https://t.co/j8QUwFA5hl";"0 -> "
;"Cientistas dizem que onda de calor na Europa é sinal do aquecimento global. https://t.co/DjcSjlu9S3 https://t.co/OqhGi2WgNP";"0 -> "
não só de Leiria mas também de Lisboa;"@DanielSil30 Aquecimento global.";"0 -> "
Portugal;"As terríveis consequências do aquecimento global. https://t.co/OFGQ5gfKM2";"0 -> "
Vidigal, Rio de Janeiro;""aquecimento global? pq eu não acho que esteja acontecendo eu fui no cinema outro dia e estava super frio" KKKKKKKKKKKK eu amo a cat";"0 -> "
Brazil;"Mundo dever ter onda de calor a cada dois anos. Especialistas apontam ligação entre aquecimento global e incêndios florestais: https://t.co/I5hJ4Lk5q2 https://t.co/p6V2q6OSGW";"0 -> "
Brasil - Rio de Janeiro;"Entenda a relação entre o recorde temperatura na Europa com o aquecimento global https://t.co/AeHBHbGX9a #umRei #TimBeta #";"0 -> "
Barra Mansa, RJ;"@nilmoretto Sexo sem consentimento é estupro Aquecimento global tá aí e não é uma invenção da mídia Adicione aqui uma verdade que precisa ser dita";"0 -> "
Florianópolis, Santa Catarina;"Entenda a relação entre o recorde temperatura na Europa com o aquecimento global https://t.co/F6gjBLtlvT";"0 -> "
Botucatu e Região;"Cientistas dizem que onda de calor na Europa é sinal do aquecimento global https://t.co/9DLWQ2nPjU https://t.co/9DLWQ2nPjU";"0 -> "
;"@lukazze 24 horas de discussão sobre o aquecimento global é só para os fortes";"0 -> "
Salvador, Brasil;""O Aquecimento Global é uma mentira inventada pelos comunistas."";"0 -> "
Cidade Mineira Velha ;"Só queria alguém pra entrar em uma discussão sobre o efeito estufa cmg";"0 -> "
Belo Horizonte, Brasil;"Devemos cuidar do planeta, mas o aquecimento global é um terrorismo climático para você acreditar em leis inócuas como proibir canudinhos de plástico; é como combater a hipertensão proibindo sal nas mesas dos restaurantes. A temperatura média global vem caindo nos últimos anos. https://t.co/kF4n2ZN2lR";"0 -> "
;"No Hemisfério Norte, verão - Incêndio na Grécia com quase 80 mortos; ondas de calor no Japão deixando 80 mortos No Hemisfério Sul, inverno - Seca de diversos rios; temperaturas altas no período de geadas Algumas pessoas - Aquecimento Global não existe Eu - Ata";"0 -> "
;"Sabe esse calor que está dando no inverno? O nome disso é Aquecimento Global";"0 -> "
São Paulo;"@folha "aquecimento global é uma farsa!!!!!!!!!!!!!!!!!!11111111111111111ONZE";"0 -> "
;"yah e o aquecimento global? ta a bater bue https://t.co/gcwdeuaAht";"0 -> "
Curitiba - Brazil;"Calor na Europa é "sinal inequívoco" de aquecimento global, dizem cientistas https://t.co/PqYw4w03dd Compartilhado a partir do meu Feed do Google";"0 -> "
Taboão da Serra, Brasil;"Eu percebi que alguns fanboys do Bolso duvidam do pouso na Lua por que além do efeito Dunning-Kruger eles tem implicância com a NASA por que ela é "Comunista": ela mostra que o aquecimento global é verificado por isso ela é "esquerdista".";"0 -> "
Brasil;"Satélites exibem a devastação causada pela mudança climática (FOTOS): https://t.co/1pmPGGX1wN";"0 -> "
Somewhere in time;"@Sharkovisky OLHA O AQUECIMENTO GLOBAL AI CRLH";"0 -> "
São Paulo, Brasil;"Mobilidade urbana sustentável em São Paulo ! @gnatalini é um dos autores da Lei 16.802/ 2018, que dispõe sobre o uso de fontes #motrizes de #energia #menos #poluentes e menos geradoras de gases do efeito estufa na frota de #transporte coletivo Municipal https://t.co/VASWuTDGp3";"0 -> "
Brasil, Rio de Janeiro;"Cientistas dizem que onda de calor na Europa é sinal do aquecimento global https://t.co/P6tSBY38OD";"0 -> "
;"@_fIavio Eles vao se fuder qdo se der conta que o peido da vaca causa o aquecimento global...e ai, como vai ser com mais vacas?";"0 -> "
São Paulo\Sp\Brasil;"João Batista Natali/A Europa sofre com o aquecimento global https://t.co/Sj06ocP1AH via @YouTube";"0 -> "
Brasil;"Nunca vou esquecer o dia em que li no Facebook que aquecimento global é uma teoria inventada pela esquerda";"0 -> "
São Paulo, Brasil;"Mundo dever ter onda de calor a cada dois anos. Especialistas apontam ligação entre aquecimento global e incêndios florestais: https://t.co/w6tqai3SPv https://t.co/nHL7iHbXXw";"0 -> "
RJ;"@costavctr Eu achava que poderíamos acabar com o aquecimento global ligando o ar condicionado de todas as casas";"0 -> "
Rio de Janeiro;"Aquecimento global, onda de calor na Europa e suas consequências. Incêndio florestal na Grécia. https://t.co/k2bzqBdRSW";"0 -> "
;"Aquecimento global: nossa vida em jogo em duas décadas https://t.co/HtwCpenKMT https://t.co/bGoPvbc2s4";"0 -> "
;"Aquecimento global torna ondas de calor na Europa mais prováveis, dizem cientistas https://t.co/GDUcPs4HZM https://t.co/GbHJ6vVOPV";"0 -> "
;"@pablovillaca Só o aquecimento global nos salvará. Ou um meteoro... ?";"1 -> eye_roll   "
Madeira;"Vocês não estão bué preocupados com o nosso mundo? Tipo por todas as notícias que já ouvimos por toda a desgraça que temos vindo a "aceitar" para não falar no tempo e nas alterações climáticas e aquecimento global";"0 -> "
;"Aquecimento global torna ondas de calor na Europa mais prováveis, dizem cientistas https://t.co/5kMX3JFqj1 https://t.co/hjh1rVWODw";"0 -> "
nova lima mg;"Aquecimento global torna ondas de calor na Europa mais prováveis, dizem cientistas https://t.co/5142uMLeCH https://t.co/F9arq3Hc5b";"0 -> "
Rio de Janeiro, Brasil;"@ThisIsZeroHour @wildirisfen @nadiabaltimore @Jamie_Margolin @ZanageeArtis consigo traduzir para o português em PDF, mas dou algumas sugestões: 1º A juventude deve pesquisar muito e publicar sobre Mudança Climática e extinção das espécies; 2ª Não deve se ater ao entendimento "oficial", ir além, ousar entender mais, o que de fato está acontecendo";"0 -> "
Belo Horizonte;"fio dental principal causa do aquecimento global https://t.co/5jMYpyFE4U";"0 -> "
Latinoamérica;"https://t.co/PuVRNwulBQ";"0 -> "
;"ACCIONA COMPROMETE-SE A REDUZIR A EMISSÃO DE GASES DE EFEITO ESTUFA EM 16% ATÉ 2030: https://t.co/qgbEzZIqDM";"0 -> "
São Paulo;"@subeida1 para valer, aqui também, mais para o final de novembro, com o fim da primavera e início do verão. Segundo tenho acompanhado pelas previsões, estão dizendo que por causa do aquecimento global, as chuvas serão cada vez mais raras, porém quando cairem farão grandes estragos.????";"4 -> kissing_heart   sweat_smile   thinking   astonished   "
longe;"aquecimento global te amo";"0 -> "
Mars;"A palavra do dia é aquecimento global";"0 -> "
;"Não consegui presenciar a "Blood Moon" de minha casa. Logo, se eu não vi é porque não aconteceu! Check Mate crentes da terra redonda e do aquecimento global";"0 -> "
bunda da Claudia;"Yoongi: garotos são quentes Caras são quentes Pq todo mundo é tão quente? Namjoon: aquecimento global Bxusnxinsjxbaixjaix";"0 -> "
Itaberá, Brasil;"tem nuvem na faixa de por do sol/nascer da lua tá feliz aquecimento global?";"0 -> "
Italy, 1983.;"?????? Aquecimento global {?} me encontro num tipo de aquecimento global cardíaco; amor. E toda vez que eu sinto a tua falta, olho para o infinito céu estrelado do meu quarto, aquele mesmo que você implantou lá, onde eu passo horas idealizando um mundo onde a gente caiba.";"0 -> "
;"eclipse é igual aquecimento global so corno acredita";"0 -> "
Brasil;"falta menos de 1h pro eclipse e ta tudo nublado, a culpa é do aquecimento global e nada mais importa do que minha opinião";"0 -> "
;"Agindo de maneira estranha, grupos ecoterroristas manipulam a ciência a respeito do propalado “aquecimento-global”, com o objetivo de jogar a opinião pública contra o progresso e a produção de bens de consumo.";"0 -> "
;"As pessoa são meio burra com esse negocio de aquecimento global né? Era só todo mundo ligar os ar condicionado das suas casa e empresa e deixar as janela aberta que esfriava tudo de novo.";"0 -> "
;"“O aquecimento global é, além do mais, uma fraude perpetrada por cientistas com interesses dissimulados, mas que têm necessidade urgente de fazerem cursos de geologia, lógica e filosofia da ciência.”";"0 -> "
Florianópolis;"EU TO 100% PISTOLA COM ESSE MONTE DE NÉVOA EM PO";"0 -> "
Brasil;"@ORioAntigo En 61 ainda não havia aquecimento global.";"0 -> "
Recife, Brasil;"Como o aquecimento global atinge os recifes de corais? | Episódio 9 (Nív... https://t.co/y7x2fPPKEO via @YouTube";"0 -> "
Rio de Janeiro;"@BrGuedes @JornalOGlobo Por que esse pessoal dá tanto crédito ao MBL? Sou um simples engenheiro, mas consigo perceber que estes papers que "provam" o aquecimento global trabalham com dados no mínimo suspeitos. Além disso é de interesse dessa galera que as verbas para essa pesquisa continuem fluindo.";"0 -> "
Santa Helena de Goiás, Brasil;"Calor na Europa é "sinal inequívoco" de aquecimento global, dizem cientistas https://t.co/ijjYHhjreQ";"0 -> "
;"@florio_ricardo @renan_wilians Nem fudendo, mas olha o lado bom, ele não deve duvidar do consenso científico em assuntos como aquecimento global e fosfoetanolaminas da vida.";"0 -> "
Sao Paulo, Brazil;"os beneficios do aquecimento global... https://t.co/kFhzCibk9Y";"0 -> "
